"","plot","date","year","genus","species","nInd","nFlower","tag_list","field.est.abundance","url","sp.code"
"708","MTS2",2022-06-24,"2022","Isocoma","menziesii",NA,NA,"2, MTS2","","https://www.inaturalist.org/observations/123294470","Isocoma.menziesii"
"709","MTS2",2022-06-24,"2022","Eriogonum","fasciculatum",NA,NA,"4, MTS2","","https://www.inaturalist.org/observations/123294574","Eriogonum.fasciculatum"
"710",NA,2022-06-24,"2022","Salvia","apiana",NA,NA,"1, MTS2","","https://www.inaturalist.org/observations/123294629","Salvia.apiana"
"711","ECR4",2022-06-24,"2022","Adenostoma","fasciculatum",NA,NA,"1, ECR4","","https://www.inaturalist.org/observations/123294932","Adenostoma.fasciculatum"
"712","ECR4",2022-06-24,"2022","Cneoridium","dumosum",NA,NA,"ECR4","","https://www.inaturalist.org/observations/123295007","Cneoridium.dumosum"
"713","ECR5",2022-06-24,"2022","Eriogonum","fasciculatum",NA,NA,"3, ECR5","","https://www.inaturalist.org/observations/123295175","Eriogonum.fasciculatum"
"714","ECR5",2022-06-24,"2022","Malosma","laurina",NA,NA,"3, ECR5","","https://www.inaturalist.org/observations/123295244","Malosma.laurina"
"715","ECR5",2022-06-24,"2022","Adenostoma","fasciculatum",NA,NA,"3, ECR5","","https://www.inaturalist.org/observations/123295280","Adenostoma.fasciculatum"
"716","ECR5",2022-06-24,"2022","Malosma","laurina",NA,NA,"300mm f/4 PF ED VR, D500, Elliott Chaparral Reserve, TC-14E III","","https://www.inaturalist.org/observations/123296192","Malosma.laurina"
"717","ECR5",2022-06-24,"2022","Adenostoma","fasciculatum",NA,NA,"300mm f/4 PF ED VR, D500, Elliott Chaparral Reserve, TC-14E III","","https://www.inaturalist.org/observations/123299746","Adenostoma.fasciculatum"
"718","MTE4",2022-06-25,"2022","Deinandra","fasciculata",NA,NA,"2, MTE4","","https://www.inaturalist.org/observations/123459659","Deinandra.fasciculata"
"719","MTE4",2022-06-25,"2022","Eriogonum","fasciculatum",NA,NA,"4, MTE4","","https://www.inaturalist.org/observations/123459752","Eriogonum.fasciculatum"
"720","MTE4",2022-06-25,"2022","Gutierrezia","californica",NA,NA,"1, MTE4","","https://www.inaturalist.org/observations/123459781","Gutierrezia.californica"
"721","MTE4",2022-06-25,"2022","Eriogonum","fasciculatum",NA,NA,"4, MTE4","","https://www.inaturalist.org/observations/123460047","Eriogonum.fasciculatum"
"722","MTE4",2022-06-25,"2022","Opuntia",NA,NA,NA,"2, MTE4","","https://www.inaturalist.org/observations/123460292","Opuntia"
"723","MTE3",2022-06-25,"2022","Eriogonum","fasciculatum",NA,NA,"4, MTE3","","https://www.inaturalist.org/observations/123460393","Eriogonum.fasciculatum"
"724",NA,2022-06-25,"2022","Ferocactus","viridescens",NA,NA,"","","https://www.inaturalist.org/observations/123460429","Ferocactus.viridescens"
"725","MTE3",2022-06-25,"2022","Hooveria","parviflora",NA,NA,"3, MTE3","","https://www.inaturalist.org/observations/123460526","Hooveria.parviflora"
"726","MTE3",2022-06-25,"2022","Isocoma","menziesii",NA,NA,"2, MTE3","","https://www.inaturalist.org/observations/123460585","Isocoma.menziesii"
"727","MTE3",2022-06-25,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/123460617","Malosma.laurina"
"728","MTI2",2022-06-26,"2022","Cuscuta","subinclusa",NA,NA,"3, MTE2","","https://www.inaturalist.org/observations/123629882","Cuscuta.subinclusa"
"729","MTI2",2022-06-26,"2022","Cuscuta","subinclusa",NA,NA,"","","https://www.inaturalist.org/observations/123650830","Cuscuta.subinclusa"
"730","MTI2",2022-06-26,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/123650847","Malosma.laurina"
"731","MTI2",2022-06-26,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/123650866","Eriogonum.fasciculatum"
"732","MTI2",2022-06-26,"2022","Heteromeles","arbutifolia",NA,NA,"","","https://www.inaturalist.org/observations/123650966","Heteromeles.arbutifolia"
"733","SWI4",2022-06-27,"2022","Gutierrezia","californica",NA,NA,"","","https://www.inaturalist.org/observations/123740987","Gutierrezia.californica"
"734","SWI4",2022-06-27,"2022","Croton","setiger",NA,NA,"300mm f/4 PF ED VR, D500, San Diego National Wildlife Refuge Sweetwater River Area, TC-14E III","","https://www.inaturalist.org/observations/123769767","Croton.setiger"
"735",NA,2022-06-27,"2022","Dudleya","pulverulenta",NA,NA,"SWS1A","","https://www.inaturalist.org/observations/123785880","Dudleya.pulverulenta"
"736","SWS1A",2022-06-27,"2022","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/123785902","Hirschfeldia.incana"
"737","SWS1A",2022-06-27,"2022","Deinandra","fasciculata",NA,NA,"","","https://www.inaturalist.org/observations/123785936","Deinandra.fasciculata"
"738","SWS1A",2022-06-27,"2022","Opuntia",NA,NA,NA,"","","https://www.inaturalist.org/observations/123785945","Opuntia"
"739","SWEA",2022-06-27,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/123786139","Eriogonum.fasciculatum"
"740","SWEA",2022-06-27,"2022","Hooveria","parviflora",NA,NA,"","","https://www.inaturalist.org/observations/123786194","Hooveria.parviflora"
"741","SWEA",2022-06-27,"2022","Centaurea","melitensis",NA,NA,"","","https://www.inaturalist.org/observations/123786280","Centaurea.melitensis"
"742","SWEA",2022-06-27,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/123786297","Malosma.laurina"
"743","SWI4",2022-06-27,"2022","Gutierrezia","californica",NA,NA,"","","https://www.inaturalist.org/observations/123786376","Gutierrezia.californica"
"744","SWI4",2022-06-27,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/123786416","Malosma.laurina"
"745","SWI4",2022-06-27,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/123786439","Eriogonum.fasciculatum"
"746","SWI4",2022-06-27,"2022","Gutierrezia","californica",NA,NA,"","","https://www.inaturalist.org/observations/123786506","Gutierrezia.californica"
"747","MTS6",2022-06-28,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/123853223","Eriogonum.fasciculatum"
"748","MTS7",2022-06-28,"2022","Parkinsonia","aculeata",NA,NA,"","","https://www.inaturalist.org/observations/123913350","Parkinsonia.aculeata"
"749","MTS7",2022-06-28,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/123913429","Malosma.laurina"
"750","MTS7",2022-06-28,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/123913457","Eriogonum.fasciculatum"
"751","MTS7",2022-06-28,"2022","Cylindropuntia","prolifera",NA,NA,"","","https://www.inaturalist.org/observations/123913512","Cylindropuntia.prolifera"
"752","SWS3",2022-06-28,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/123913547","Eriogonum.fasciculatum"
"753","SWS3",2022-06-28,"2022","Cleomella","arborea",NA,NA,"","","https://www.inaturalist.org/observations/123913621","Cleomella.arborea"
"754","SWS3",2022-06-28,"2022","Stephanomeria",NA,NA,NA,"","","https://www.inaturalist.org/observations/123913640","Stephanomeria"
"755","SWS3",2022-06-28,"2022","Isocoma","menziesii",NA,NA,"","","https://www.inaturalist.org/observations/123913683","Isocoma.menziesii"
"756","SWS3",2022-06-28,"2022","Gutierrezia","californica",NA,NA,"","","https://www.inaturalist.org/observations/123913717","Gutierrezia.californica"
"757","SWS3",2022-06-28,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/123913780","Malosma.laurina"
"758","MTS6",2022-06-28,"2022","Malacothamnus","fasciculatus",NA,NA,"","","https://www.inaturalist.org/observations/123913853","Malacothamnus.fasciculatus"
"759","MTS6",2022-06-28,"2022","Opuntia",NA,NA,NA,"","","https://www.inaturalist.org/observations/123913969","Opuntia"
"760","MTS6",2022-06-28,"2022","Opuntia","leucotricha",NA,NA,"","","https://www.inaturalist.org/observations/123914057","Opuntia.leucotricha"
"761","MTS6",2022-06-28,"2022","Isocoma","menziesii",NA,NA,"","","https://www.inaturalist.org/observations/123914318","Isocoma.menziesii"
"762","MTS1A",2022-06-29,"2022","Gutierrezia","californica",NA,NA,"","","https://www.inaturalist.org/observations/124048694","Gutierrezia.californica"
"763","SWS10",2022-06-29,"2022","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/124048723","Hirschfeldia.incana"
"764","SWS10",2022-06-29,"2022","Limonium","sinuatum",NA,NA,"","","https://www.inaturalist.org/observations/124048851","Limonium.sinuatum"
"765","SWS10",2022-06-29,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/124048953","Malosma.laurina"
"766","MTS1A",2022-06-29,"2022","Deinandra","fasciculata",NA,NA,"","","https://www.inaturalist.org/observations/124049127","Deinandra.fasciculata"
"767","MTS7",2022-06-28,"2022","Parkinsonia","aculeata",NA,NA,"","","https://www.inaturalist.org/observations/124049234","Parkinsonia.aculeata"
"768","MTE4",2022-06-30,"2022","Centaurea","melitensis",NA,NA,"","","https://www.inaturalist.org/observations/124148052","Centaurea.melitensis"
"769","MTS1A",2022-06-29,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/124650098","Eriogonum.fasciculatum"
"770","MTS1A",2022-06-29,"2022","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/124938854","Bahiopsis.laciniata"
"771","MTS1A",2022-06-29,"2022","Centaurea","melitensis",NA,NA,"","","https://www.inaturalist.org/observations/124940947","Centaurea.melitensis"
"772","MTS1A",2022-06-29,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/124941393","Eriogonum.fasciculatum"
"773","MTS1A",2022-06-29,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/124941603","Malosma.laurina"
"774","MTS1A",2022-06-29,"2022","Clematis",NA,NA,NA,"","","https://www.inaturalist.org/observations/124941898","Clematis"
"775","MTS1A",2022-06-29,"2022","Deinandra","fasciculata",NA,NA,"","","https://www.inaturalist.org/observations/124942203","Deinandra.fasciculata"
"776","MTS1A",2022-06-29,"2022","Opuntia",NA,NA,NA,"","","https://www.inaturalist.org/observations/124942447","Opuntia"
"777","MTS1A",2022-06-29,"2022","Baccharis","sarothroides",NA,NA,"","","https://www.inaturalist.org/observations/124942742","Baccharis.sarothroides"
"778","MTS1A",2022-06-29,"2022","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/124943055","Hirschfeldia.incana"
"779","MTS1A",2022-06-29,"2022","Deinandra","fasciculata",NA,NA,"","","https://www.inaturalist.org/observations/124943193","Deinandra.fasciculata"
"780","MTS1A",2022-06-29,"2022","Bahiopsis","laciniata",NA,NA,"","","https://www.inaturalist.org/observations/124943348","Bahiopsis.laciniata"
"781","MTS1A",2022-06-29,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/124943514","Eriogonum.fasciculatum"
"782","SWS10",2022-06-29,"2022","Parkinsonia","aculeata",NA,NA,"","","https://www.inaturalist.org/observations/124943818","Parkinsonia.aculeata"
"783","SWS10",2022-06-29,"2022","Morus",NA,NA,NA,"","","https://www.inaturalist.org/observations/124943947","Morus"
"784","SWS10",2022-06-29,"2022","Limonium","sinuatum",NA,NA,"","","https://www.inaturalist.org/observations/124944125","Limonium.sinuatum"
"785","SWS10",2022-06-29,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/124946098","Eriogonum.fasciculatum"
"786","ECR4",2022-07-12,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/125950823","Eriogonum.fasciculatum"
"787","MTE4",2022-07-13,"2022","Gutierrezia","californica",NA,NA,"","","https://www.inaturalist.org/observations/126148965","Gutierrezia.californica"
"788","MTE4",2022-07-13,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/126149084","Eriogonum.fasciculatum"
"789",NA,2022-07-13,"2022","Ferocactus","viridescens",NA,NA,"","","https://www.inaturalist.org/observations/126149265","Ferocactus.viridescens"
"790","MTE3",2022-07-13,"2022","Rhus","integrifolia",NA,NA,"","","https://www.inaturalist.org/observations/126149288","Rhus.integrifolia"
"791","MTE3",2022-07-13,"2022","Hooveria","parviflora",NA,NA,"","","https://www.inaturalist.org/observations/126149317","Hooveria.parviflora"
"792","MTE3",2022-07-13,"2022","Isocoma","menziesii",NA,NA,"","","https://www.inaturalist.org/observations/126149331","Isocoma.menziesii"
"793",NA,2022-07-13,"2022","Ferocactus","viridescens",NA,NA,"","","https://www.inaturalist.org/observations/126149371","Ferocactus.viridescens"
"794","MTI2",2022-07-13,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/126149435","Malosma.laurina"
"795","MTI2",2022-07-13,"2022","Cuscuta","subinclusa",NA,NA,"","","https://www.inaturalist.org/observations/126149476","Cuscuta.subinclusa"
"796","MTI2",2022-07-13,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/126149593","Eriogonum.fasciculatum"
"797","MTI2",2022-07-13,"2022","Euphorbia","polycarpa",NA,NA,"","","https://www.inaturalist.org/observations/126149800","Euphorbia.polycarpa"
"798",NA,2022-07-12,"2022","Dudleya","pulverulenta",NA,NA,"","","https://www.inaturalist.org/observations/126150312","Dudleya.pulverulenta"
"799","MTS2",2022-07-12,"2022","Heterotheca","grandiflora",NA,NA,"","","https://www.inaturalist.org/observations/126150415","Heterotheca.grandiflora"
"800","MTS2",2022-07-12,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/126150472","Eriogonum.fasciculatum"
"801","ECR5",2022-07-12,"2022","Stephanomeria",NA,NA,NA,"","","https://www.inaturalist.org/observations/126150589","Stephanomeria"
"802","ECR5",2022-07-12,"2022","Adenostoma","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/126150617","Adenostoma.fasciculatum"
"803","ECR4",2022-07-12,"2022","Rhus","integrifolia",NA,NA,"","","https://www.inaturalist.org/observations/126150633","Rhus.integrifolia"
"804","ECR4",2022-07-12,"2022","Isocoma","menziesii",NA,NA,"","","https://www.inaturalist.org/observations/126150739","Isocoma.menziesii"
"805","ECR4",2022-07-12,"2022","Quercus",NA,NA,NA,"","","https://www.inaturalist.org/observations/126150795","Quercus"
"806","ECR4",2022-07-12,"2022","Stephanomeria",NA,NA,NA,"","","https://www.inaturalist.org/observations/126150808","Stephanomeria"
"807","SWI4",2022-07-14,"2022","Gutierrezia","californica",NA,NA,"","","https://www.inaturalist.org/observations/126295869","Gutierrezia.californica"
"808","SWI4",2022-07-14,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/126295894","Eriogonum.fasciculatum"
"809","SWI4",2022-07-14,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/126295951","Malosma.laurina"
"810","SWI4",2022-07-14,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/126295995","Eriogonum.fasciculatum"
"811","SWEA",2022-07-14,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/126296041","Malosma.laurina"
"812","SWS1A",2022-07-14,"2022","Lysimachia","arvensis",NA,NA,"","","https://www.inaturalist.org/observations/126296057","Lysimachia.arvensis"
"813","SWS1A",2022-07-14,"2022","Opuntia",NA,NA,NA,"","","https://www.inaturalist.org/observations/126296192","Opuntia"
"814",NA,2022-07-14,"2022","Ferocactus","viridescens",NA,NA,"","","https://www.inaturalist.org/observations/126296343","Ferocactus.viridescens"
"815","SWS1A",2022-07-14,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/126296414","Eriogonum.fasciculatum"
"816","SWS1A",2022-07-14,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/126296436","Malosma.laurina"
"817","MTS7",2022-07-15,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/126416007","Malosma.laurina"
"818","MTS7",2022-07-15,"2022","Rhus","integrifolia",NA,NA,"","","https://www.inaturalist.org/observations/126416022","Rhus.integrifolia"
"819","MTS7",2022-07-15,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/126416101","Eriogonum.fasciculatum"
"820","MTS7",2022-07-15,"2022","Opuntia","ficus-indica",NA,NA,"","","https://www.inaturalist.org/observations/126416135","Opuntia.ficus-indica"
"821","MTS7",2022-07-15,"2022","Baccharis","sarothroides",NA,NA,"","","https://www.inaturalist.org/observations/126416428","Baccharis.sarothroides"
"822","MTS7",2022-07-15,"2022","Hooveria","parviflora",NA,NA,"","","https://www.inaturalist.org/observations/126416516","Hooveria.parviflora"
"823","MTS7",2022-07-15,"2022","Cylindropuntia","prolifera",NA,NA,"","","https://www.inaturalist.org/observations/126416537","Cylindropuntia.prolifera"
"824","SWS3",2022-07-15,"2022","Cleomella","arborea",NA,NA,"","","https://www.inaturalist.org/observations/126416618","Cleomella.arborea"
"825","SWS3",2022-07-15,"2022","Isocoma","menziesii",NA,NA,"","","https://www.inaturalist.org/observations/126416810","Isocoma.menziesii"
"826","SWS3",2022-07-15,"2022","Stephanomeria",NA,NA,NA,"","","https://www.inaturalist.org/observations/126416827","Stephanomeria"
"827","SWS3",2022-07-15,"2022","Gutierrezia","californica",NA,NA,"","","https://www.inaturalist.org/observations/126416882","Gutierrezia.californica"
"828","SWS3",2022-07-15,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/126416903","Malosma.laurina"
"829","MTS6",2022-07-15,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/126416922","Eriogonum.fasciculatum"
"830","MTS6",2022-07-15,"2022","Isocoma","menziesii",NA,NA,"","","https://www.inaturalist.org/observations/126416943","Isocoma.menziesii"
"831","MTS6",2022-07-15,"2022","Rhus","integrifolia",NA,NA,"","","https://www.inaturalist.org/observations/126416968","Rhus.integrifolia"
"832","MTS6",2022-07-15,"2022","Isocoma","menziesii",NA,NA,"","","https://www.inaturalist.org/observations/126416999","Isocoma.menziesii"
"833","SWS10",2022-07-16,"2022","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/126571171","Hirschfeldia.incana"
"834","SWS10",2022-07-16,"2022","Limonium","sinuatum",NA,NA,"","","https://www.inaturalist.org/observations/126571242","Limonium.sinuatum"
"835","MTS1A",2022-07-16,"2022","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/126571343","Eriogonum.fasciculatum"
"836","MTS1A",2022-07-16,"2022","Helminthotheca","echioides",NA,NA,"","","https://www.inaturalist.org/observations/126571388","Helminthotheca.echioides"
"837","MTS1A",2022-07-16,"2022","Stephanomeria","virgata",NA,NA,"","","https://www.inaturalist.org/observations/126571547","Stephanomeria.virgata"
"838","MTS1A",2022-07-16,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/126571576","Malosma.laurina"
"839","MTS1A",2022-07-16,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/126571592","Malosma.laurina"
"840","MTS1A",2022-07-16,"2022","Rhus","integrifolia",NA,NA,"","","https://www.inaturalist.org/observations/126571644","Rhus.integrifolia"
"841","MTS1A",2022-07-16,"2022","Gutierrezia","californica",NA,NA,"","","https://www.inaturalist.org/observations/126571918","Gutierrezia.californica"
"842","MTS1A",2022-07-16,"2022","Deinandra","fasciculata",NA,NA,"","","https://www.inaturalist.org/observations/126572138","Deinandra.fasciculata"
"843","MTS6",2022-07-15,"2022","Isocoma","menziesii",NA,NA,"","","https://www.inaturalist.org/observations/126883425","Isocoma.menziesii"
"844","MTS6",2022-07-15,"2022","Centaurea","melitensis",NA,NA,"","","https://www.inaturalist.org/observations/126883536","Centaurea.melitensis"
"845","MTS6",2022-07-15,"2022","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/126883822","Salvia.mellifera"
"846","MTS6",2022-07-15,"2022","Isocoma","menziesii",NA,NA,"","","https://www.inaturalist.org/observations/126884157","Isocoma.menziesii"
"847","SWS1A",2022-07-14,"2022","Malosma","laurina",NA,NA,"","","https://www.inaturalist.org/observations/128034710","Malosma.laurina"
"848","MTS6",2022-07-15,"2022","Cylindropuntia","prolifera",NA,NA,"","","https://www.inaturalist.org/observations/128198253","Cylindropuntia.prolifera"
"849","SWS3",2023-01-28,"2023","Marah","macrocarpa",NA,NA,"","","https://www.inaturalist.org/observations/147628466","Marah.macrocarpa"
"850","ECR4",2023-03-18,"2023","Caulanthus","heterophyllus",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/151573623","Caulanthus.heterophyllus"
"851","SWS3",2023-03-24,"2023","Yucca","schidigera",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/152196394","Yucca.schidigera"
"852","SWS3",2023-03-24,"2023","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/152196469","Salvia.mellifera"
"853","SWS3",2023-03-24,"2023","Calandrinia","menziesii",NA,NA,"","","https://www.inaturalist.org/observations/152196491","Calandrinia.menziesii"
"854","SWS3",2023-03-24,"2023","Gilia","angelensis",NA,NA,"","","https://www.inaturalist.org/observations/152196516","Gilia.angelensis"
"855","SWS3",2023-03-24,"2023","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/152196584","Hirschfeldia.incana"
"856","SWS3",2023-03-24,"2023","Dipterostemon","capitatus",NA,NA,"","","https://www.inaturalist.org/observations/152196752","Dipterostemon.capitatus"
"857","SWS3",2023-03-24,"2023","Rhus","integrifolia",NA,NA,"","","https://www.inaturalist.org/observations/152196783","Rhus.integrifolia"
"858","SWS3",2023-03-24,"2023","Cleomella","arborea",NA,NA,"","","https://www.inaturalist.org/observations/152199393","Cleomella.arborea"
"859","SWS3",2023-03-24,"2023","Diplacus","puniceus",NA,NA,"","","https://www.inaturalist.org/observations/152199423","Diplacus.puniceus"
"860","SWS3",2023-03-24,"2023","Linanthus","dianthiflorus",NA,NA,"","","https://www.inaturalist.org/observations/152199433","Linanthus.dianthiflorus"
"861","SWS3",2023-03-24,"2023","Cleomella","arborea",NA,NA,"","","https://www.inaturalist.org/observations/152199461","Cleomella.arborea"
"862","SWS3",2023-03-24,"2023","Diplacus","puniceus",NA,NA,"","","https://www.inaturalist.org/observations/152199476","Diplacus.puniceus"
"863","SWS3",2023-03-24,"2023","Erodium","botrys",NA,NA,"","","https://www.inaturalist.org/observations/152199483","Erodium.botrys"
"864","SWS3",2023-03-24,"2023","Dipterostemon","capitatus",NA,NA,"","","https://www.inaturalist.org/observations/152199507","Dipterostemon.capitatus"
"865","SWS3",2023-03-24,"2023","Acmispon","glaber",NA,NA,"","","https://www.inaturalist.org/observations/152199536","Acmispon.glaber"
"866","SWS3",2023-03-24,"2023","Camissoniopsis",NA,NA,NA,"","","https://www.inaturalist.org/observations/152199668","Camissoniopsis"
"867","SWS3",2023-03-24,"2023","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/152199679","Salvia.mellifera"
"868","SWS3",2023-03-24,"2023","Plagiobothrys",NA,NA,NA,"","","https://www.inaturalist.org/observations/152199712","Plagiobothrys"
"869","SWS3",2023-03-24,"2023","Camissoniopsis",NA,NA,NA,"","","https://www.inaturalist.org/observations/152199758","Camissoniopsis"
"870","MTS6",2023-03-24,"2023","Rhus","integrifolia",NA,NA,"","","https://www.inaturalist.org/observations/152199869","Rhus.integrifolia"
"871","MTS6",2023-03-24,"2023","Diplacus","puniceus",NA,NA,"","","https://www.inaturalist.org/observations/152199890","Diplacus.puniceus"
"872","MTS6",2023-03-24,"2023","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/152199901","Salvia.mellifera"
"873","MTS6",2023-03-24,"2023","",NA,NA,NA,"","","https://www.inaturalist.org/observations/152199932",""
"874","MTS6",2023-03-24,"2023","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/152200012","Eriogonum.fasciculatum"
"875","MTS6",2023-03-24,"2023","Acmispon","glaber",NA,NA,"","","https://www.inaturalist.org/observations/152200040","Acmispon.glaber"
"876","MTS6",2023-03-24,"2023","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/152200058","Salvia.mellifera"
"877","MTS6",2023-03-24,"2023","Camissoniopsis",NA,NA,NA,"","","https://www.inaturalist.org/observations/152200122","Camissoniopsis"
"878","MTS6",2023-03-24,"2023","Encelia","californica",NA,NA,"","","https://www.inaturalist.org/observations/152200129","Encelia.californica"
"879","MTS6",2023-03-24,"2023","Oxalis","pes-caprae",NA,NA,"","","https://www.inaturalist.org/observations/152200145","Oxalis.pes-caprae"
"880","MTS6",2023-03-24,"2023","Camissoniopsis",NA,NA,NA,"","","https://www.inaturalist.org/observations/152200163","Camissoniopsis"
"881","MTS6",2023-03-24,"2023","Nuttallanthus","texanus",NA,NA,"","","https://www.inaturalist.org/observations/152200206","Nuttallanthus.texanus"
"882",NA,2023-03-24,"2023","Dudleya","pulverulenta",NA,NA,"","","https://www.inaturalist.org/observations/152200220","Dudleya.pulverulenta"
"883","MTS6",2023-03-24,"2023","Cleomella","arborea",NA,NA,"","","https://www.inaturalist.org/observations/152200276","Cleomella.arborea"
"884","MTS6",2023-03-24,"2023","Nuttallanthus","texanus",NA,NA,"","","https://www.inaturalist.org/observations/152200311","Nuttallanthus.texanus"
"885","MTS6",2023-03-24,"2023","Eriophyllum","confertiflorum",NA,NA,"","","https://www.inaturalist.org/observations/152200330","Eriophyllum.confertiflorum"
"886","MTS6",2023-03-24,"2023","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/152200353","Salvia.mellifera"
"887","MTS6",2023-03-24,"2023","Yucca","schidigera",NA,NA,"","","https://www.inaturalist.org/observations/152200386","Yucca.schidigera"
"888","MTS6",2023-03-24,"2023","Acmispon","glaber",NA,NA,"","","https://www.inaturalist.org/observations/152200414","Acmispon.glaber"
"889","MTS6",2023-03-24,"2023","Cryptantha",NA,NA,NA,"","","https://www.inaturalist.org/observations/152200430","Cryptantha"
"890","MTS6",2023-03-24,"2023","Opuntia",NA,NA,NA,"","","https://www.inaturalist.org/observations/152200446","Opuntia"
"891","MTS6",2023-03-24,"2023","Camissoniopsis",NA,NA,NA,"","","https://www.inaturalist.org/observations/152200468","Camissoniopsis"
"892","MTS7",2023-03-24,"2023","Acmispon","glaber",NA,NA,"","","https://www.inaturalist.org/observations/152200539","Acmispon.glaber"
"893","MTS7",2023-03-24,"2023","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/152200546","Hirschfeldia.incana"
"894","MTS7",2023-03-24,"2023","Erodium","cicutarium",NA,NA,"","","https://www.inaturalist.org/observations/152200589","Erodium.cicutarium"
"895","MTS7",2023-03-24,"2023","Eriodictyon","crassifolium",NA,NA,"","","https://www.inaturalist.org/observations/152200647","Eriodictyon.crassifolium"
"896","MTS7",2023-03-24,"2023","Lonicera","subspicata",NA,NA,"","","https://www.inaturalist.org/observations/152200679","Lonicera.subspicata"
"897","MTS7",2023-03-24,"2023","Eriodictyon","crassifolium",NA,NA,"","","https://www.inaturalist.org/observations/152200694","Eriodictyon.crassifolium"
"898","MTS7",2023-03-24,"2023","Eriodictyon","crassifolium",NA,NA,"","","https://www.inaturalist.org/observations/152200771","Eriodictyon.crassifolium"
"899","MTS7",2023-03-24,"2023","Encelia","californica",NA,NA,"","","https://www.inaturalist.org/observations/152201027","Encelia.californica"
"900","MTS7",2023-03-24,"2023","Marah","macrocarpa",NA,NA,"","","https://www.inaturalist.org/observations/152201077","Marah.macrocarpa"
